ID,RA,DEJ2000,Mass,z,SFR,NH,NH_err,OH,OH_err,,
274,34.385545,-5.20501,4.52E+11,1.379111,155.496591,0.688334,0.012719,8.807671,0.004551,,
135,149.96965,2.135727,1.89E+10,1.486285,28.787352,0.250634,0.0176,8.556654,0.017005,,
265,34.608791,-4.996253,1.23E+11,1.764043,79.492214,0.390716,0.03657,8.666313,0.023085,,
245,149.86983,2.354722,7.24E+09,1.530588,14.09359,0.146511,0.015106,8.423243,0.026731,,
294,34.699382,-4.948274,3.96E+09,1.485368,4.996279,0.03559,0.022984,8.092144,0.183489,,
211,150.12117,2.232,2.53E+09,1.445131,8.111096,0.196523,0.024797,8.495099,0.032657,,
114,149.89698,2.258949,1.12E+11,1.587658,53.015877,0.410676,0.037484,8.678714,0.022712,,
195,150.20575,2.32925,9.92E+09,1.53892,15.105238,0.126732,0.01058,8.388288,0.020209,,
28,53.124679,-27.842197,7.79E+09,1.389831,6.867535,0.12247,0.022891,8.381171,0.049901,,
221,150.15795,2.172473,7.56E+09,1.326969,6.368253,0.407423,0.029398,8.677612,0.018523,,
262,34.550972,-5.019874,1.23E+10,1.469812,35.613107,0.274644,0.017271,8.579488,0.015993,,
278,34.704574,-5.052042,6.25E+09,1.420545,66.666881,0.18445,0.011897,8.480345,0.016061,,
283,34.728311,-5.017973,6.72E+10,1.474019,20.917929,0.504622,0.02308,8.730687,0.011048,,
51,53.190037,-27.969844,7.16E+09,1.329443,22.978169,0.065909,0.008389,8.225925,0.032081,,
295,53.022058,-27.777508,1.18E+11,1.356948,23.874295,0.388424,0.012314,8.6666,0.008077,,
66,53.039438,-27.922903,2.40E+10,1.358957,76.222583,0.175247,0.009477,8.470036,0.013128,,
68,53.072287,-27.898008,5.79E+09,1.359083,40.089708,0.25966,0.016379,8.566959,0.016294,,
158,149.85694,2.049361,4.72E+10,1.328713,4.918713,0.073243,0.018407,8.251382,0.066627,,
12,53.127121,-27.675111,1.08E+11,1.357996,16.774959,0.38058,0.023571,8.661549,0.015659,,
127,149.91109,2.087811,5.73E+10,1.328845,71.106142,0.290229,0.012192,8.593635,0.010224,,
52,53.256529,-27.947272,2.10E+11,1.583157,263.586582,0.347179,0.011439,8.637705,0.008099,,
92,53.278296,-27.77405,1.29E+10,1.704802,31.875037,0.228155,0.016508,8.534302,0.017094,,
23,52.929392,-27.813992,7.81E+09,1.548989,23.94991,0.072277,0.01856,8.248385,0.066994,,
266,34.565339,-5.08622,5.31E+10,1.494808,55.515786,0.338672,0.009753,8.632152,0.007114,,
143,149.97033,2.328349,6.05E+10,1.46173,8.246488,0.514964,0.024013,8.735686,0.011841,,
35,53.082471,-27.810867,1.71E+10,1.357267,17.080493,0.311621,0.025253,8.611628,0.019824,,
271,34.426673,-5.251614,1.30E+10,1.340073,24.749108,0.10004,0.017459,8.328807,0.04609,,
296,150.08475,2.355349,1.15E+10,1.52603,16.086924,0.294969,0.020045,8.598326,0.016102,,
199,150.15129,2.354861,7.53E+09,1.65588,75.632877,0.205199,0.005579,8.507892,0.006832,,
73,53.084075,-27.877317,2.18E+10,1.552458,32.684417,0.399817,0.024845,8.673428,0.015147,,
174,150.14319,2.348796,1.04E+11,1.414152,181.048812,0.346527,0.013153,8.638347,0.008948,,
284,34.710017,-5.012652,1.79E+10,1.480365,12.853012,0.33479,0.016028,8.62851,0.012255,,
153,149.89002,2.033478,9.07E+09,1.509882,12.363249,0.242329,0.016504,8.550508,0.016971,,
119,149.91893,2.333872,2.60E+09,1.617139,15.226884,0.1423,0.026244,8.416563,0.049014,,
77,53.073313,-27.832339,1.21E+10,1.568639,32.637685,0.525688,0.0209,8.741136,0.009705,,
76,53.0468,-27.851972,1.73E+10,1.518342,13.51368,0.149521,0.021109,8.43009,0.036176,,
171,150.11012,2.324565,2.00E+10,1.339879,27.619294,0.430033,0.025029,8.691214,0.014727,,
173,150.08344,2.34067,9.09E+09,1.314518,3.403796,0.249785,0.022766,8.557168,0.022371,,
132,149.93524,2.122879,4.29E+09,1.475003,29.321617,0.179863,0.013827,8.47615,0.019055,,
234,150.09254,2.324472,3.45E+09,1.40424,23.46453,0.196219,0.009224,8.496274,0.012181,,
64,53.046083,-27.942611,1.35E+10,1.600239,41.479673,0.189133,0.013631,8.487843,0.017686,,
59,53.187746,-27.879622,5.41E+09,1.460511,15.200875,0.070148,0.014987,8.240659,0.056361,,
44,53.026179,-27.752272,5.95E+09,1.327212,8.038189,0.298044,0.020388,8.600764,0.016678,,
7,53.141942,-27.724542,1.38E+10,1.599491,42.888817,0.046137,0.008332,8.140557,0.047481,,
215,150.11148,2.206544,2.29E+10,1.457988,15.044094,0.43866,0.043588,8.697083,0.024311,,
72,53.092096,-27.879153,4.36E+10,1.540335,28.409065,0.491217,0.024783,8.724641,0.012853,,
83,53.182617,-27.720197,8.05E+09,1.341031,3.063038,0.151036,0.0302,8.430555,0.056787,,
293,34.712707,-4.956511,6.82E+10,1.483202,45.881332,0.32094,0.010017,8.618535,0.007586,,
39,53.104296,-27.788383,1.05E+10,1.356364,22.0088,0.455383,0.034534,8.704462,0.018752,,
17,52.995237,-27.850647,2.02E+10,1.569446,43.177746,0.30032,0.012313,8.601871,0.010144,,
117,149.89555,2.305783,1.65E+10,1.630732,88.184357,0.156815,0.008184,8.441975,0.013023,,
210,150.1504,2.238412,7.59E+09,1.695037,23.214216,0.146199,0.044609,8.421524,0.096943,,
228,150.11568,2.306505,4.21E+08,1.515711,7.086551,0.222268,0.025421,8.529145,0.027853,,
226,150.1096,2.274285,6.88E+10,1.5162,25.364599,0.390296,0.019592,8.667085,0.012729,,
69,53.0246,-27.888614,1.51E+10,1.614072,11.884851,0.55255,0.042245,8.75267,0.019777,,
299,150.14766,2.349889,1.50E+10,1.538491,13.918906,0.323032,0.014036,8.620612,0.010765,,
63,53.030379,-27.942367,1.01E+10,1.552585,20.81298,0.191159,0.02589,8.491497,0.033311,,
144,150.00314,2.329995,2.53E+10,1.465336,19.41017,0.475859,0.013196,8.715816,0.00713,,
138,150.00362,2.280875,2.03E+09,1.678033,4.761447,0.111952,0.047669,8.364434,0.128577,,
45,53.045871,-27.749775,4.14E+10,1.554434,26.378846,0.273335,0.013748,8.579086,0.012637,,
162,149.79523,2.08051,6.45E+09,1.585828,20.055276,0.131027,0.020518,8.395831,0.041174,,
74,53.057417,-27.867425,1.33E+10,1.518328,19.231149,0.21798,0.026937,8.523063,0.031226,,
20,53.046333,-27.827336,3.56E+09,1.352824,14.555654,0.148169,0.010804,8.426792,0.017844,,
152,149.80604,2.03014,1.49E+10,1.330788,9.774675,0.166402,0.019776,8.455869,0.029122,,
287,34.717797,-5.004396,1.83E+10,1.473686,16.887051,0.116322,0.014232,8.364116,0.030828,,
60,53.224192,-27.879719,2.92E+10,1.497947,19.79724,0.378064,0.021344,8.659252,0.01386,,
6,53.132621,-27.732275,1.33E+11,1.548946,90.655331,0.47918,0.014332,8.717874,0.00737,,
140,150.03182,2.312285,9.05E+09,1.462573,13.430982,0.305791,0.017611,8.606646,0.014715,,
40,53.144496,-27.779028,2.05E+10,1.553235,44.286448,0.316485,0.029939,8.615009,0.02262,,
200,150.15363,2.358389,2.04E+10,1.708473,93.079303,0.279333,0.007496,8.584357,0.006808,,
32,53.070583,-27.834461,1.17E+10,1.613508,54.392715,0.251458,0.018962,8.558064,0.018918,,
238,149.89603,2.410333,3.53E+09,1.734524,15.33336,0.127413,0.038435,8.390779,0.092034,,
106,149.8431,2.269655,5.92E+09,1.589105,15.46824,0.102516,0.033221,8.332554,0.084531,,
22,52.955846,-27.818042,5.77E+10,1.728838,88.844972,0.185774,0.011716,8.481907,0.016122,,
27,53.089679,-27.844592,1.33E+10,1.540294,7.350964,0.342601,0.044737,8.635739,0.032533,,
157,149.83552,2.048693,1.11E+10,1.482631,16.967915,0.240784,0.022069,8.546928,0.022575,,
168,150.07908,2.301744,1.53E+10,1.464131,28.496471,0.050672,0.016573,8.165089,0.103631,,
9,53.048142,-27.696286,6.53E+09,1.473621,31.336301,0.083602,0.013651,8.28583,0.042553,,
298,149.8906,2.322645,5.54E+09,1.617542,18.499825,0.116865,0.011502,8.369576,0.024669,,
123,149.99596,2.056759,6.15E+09,1.360624,5.110058,0.602225,0.045274,8.773484,0.017993,,
36,53.172154,-27.805858,2.69E+09,1.318225,6.437851,0.071897,0.031016,8.252718,0.149801,,
18,53.028467,-27.848714,3.81E+09,1.539548,12.758018,0.100381,0.020342,8.328831,0.052421,,
4,53.105238,-27.758028,1.57E+10,1.612453,15.640268,0.111255,0.035071,8.349509,0.093394,,
212,150.12598,2.242607,3.71E+10,1.64216,45.114806,0.560567,0.024287,8.756395,0.010354,,
151,149.85771,2.02511,7.32E+09,1.769042,10.066367,0.182051,0.032094,8.47669,0.045776,,
197,150.181,2.388306,1.90E+10,1.638428,23.233908,0.410343,0.011425,8.679783,0.006834,,
297,150.16422,2.301083,1.82E+10,1.605636,19.468758,0.308254,0.016861,8.608189,0.013925,,
240,149.87538,2.390167,1.58E+10,1.465851,8.736146,0.265984,0.014669,8.571244,0.01352,,
56,53.220837,-27.909744,2.31E+10,1.615149,44.444281,0.344745,0.02415,8.637094,0.016968,,
159,149.86255,2.051373,1.01E+10,1.32617,28.918028,0.164895,0.01313,8.453819,0.020109,,
154,149.83414,2.045349,4.30E+09,1.481826,8.231543,0.243935,0.020885,8.551306,0.02117,,
201,150.21362,2.296306,1.16E+10,1.526292,19.507119,0.186549,0.011245,8.483613,0.014884,,
84,53.195858,-27.723658,3.77E+10,1.342262,32.49781,0.405191,0.018146,8.676084,0.011311,,
93,53.278517,-27.758478,1.57E+10,1.337038,9.895099,0.200646,0.009713,8.502087,0.012197,,
247,149.89604,2.336921,1.03E+10,1.452682,6.545827,0.112512,0.017849,8.357757,0.040725,,
85,53.213754,-27.733406,2.66E+10,1.341878,8.348206,0.219312,0.013094,8.524612,0.014706,,
249,149.90883,2.326456,2.65E+10,1.527407,21.803793,0.375085,0.020813,8.658107,0.013434,,
91,53.265129,-27.770419,8.51E+09,1.380379,20.941187,0.139584,0.008923,8.412847,0.016229,,
145,149.98472,2.333243,2.96E+09,1.565156,25.213163,0.062697,0.008616,8.213573,0.03505,,
230,150.10054,2.319243,3.06E+09,1.518773,6.997528,0.090035,0.025136,8.305248,0.085119,,
208,150.19934,2.327389,8.60E+09,1.616251,10.057643,0.275501,0.018321,8.581961,0.016925,,
156,149.82436,2.047525,2.18E+10,1.479041,7.963596,0.437896,0.022669,8.696287,0.013283,,
149,149.86499,2.016252,2.72E+10,1.377936,29.046474,0.313135,0.027698,8.613517,0.02222,,
128,149.95771,2.106178,9.67E+10,1.492468,24.246742,0.367015,0.063594,8.651351,0.046315,,
5,53.132908,-27.745792,4.15E+10,1.613354,47.397819,0.13685,0.017969,8.40825,0.033218,,
222,150.14744,2.203254,5.41E+09,1.340406,2.470015,0.007653,0.065772,8.145639,0.264981,,
19,53.052063,-27.839053,4.21E+09,1.333796,22.973841,0.07438,0.015753,8.257957,0.055523,,
126,149.96164,2.080531,3.32E+10,1.520176,95.915916,0.321623,0.025063,8.618919,0.019297,,
79,53.238625,-27.688569,9.51E+09,1.590005,23.259643,0.179883,0.017238,8.474645,0.02411,,
273,34.386248,-5.221248,3.54E+10,1.467906,40.395692,0.178766,0.007628,8.473066,0.010843,,
139,149.94206,2.308177,2.08E+10,1.454221,31.643483,0.315338,0.01339,8.61476,0.010556,,
62,53.190446,-27.872114,1.25E+10,1.345998,29.786735,0.215911,0.021725,8.52041,0.024627,,
48,53.210033,-27.974697,8.82E+09,1.630819,83.051516,0.087231,0.01302,8.298765,0.03844,,
125,149.94811,2.077366,5.69E+09,1.526742,10.576365,0.178701,0.025714,8.473364,0.038512,,
47,52.960529,-27.721753,8.19E+09,1.578585,31.079399,0.131105,0.015414,8.397879,0.029903,,
124,149.92436,2.061287,8.46E+10,1.49026,75.79384,0.299225,0.028356,8.601544,0.023665,,
55,53.226729,-27.913544,2.08E+09,1.364734,5.166136,0.072844,0.02791,8.247712,0.126221,,
29,53.1418,-27.841339,4.76E+10,1.383618,184.803953,0.275307,0.014115,8.581257,0.01281,,
129,149.94645,2.107616,2.00E+10,1.489353,15.622887,0.05275,0.015446,8.168193,0.081349,,
192,150.21212,2.312528,3.95E+09,1.52681,14.599497,0.148323,0.020224,8.428952,0.03277,,
54,53.178754,-27.919981,5.60E+09,1.352539,11.710966,0.070582,0.010803,8.243361,0.041597,,
2,53.065608,-27.767825,6.55E+10,1.539279,57.46782,0.369765,0.01283,8.653355,0.008842,,
46,53.049467,-27.736994,4.96E+10,1.327423,73.620602,0.166121,0.009188,8.456096,0.013811,,
87,53.206212,-27.760194,8.73E+09,1.586689,4.238044,0.04258,0.022112,8.121198,0.17645,,
276,34.392471,-5.17128,3.10E+10,1.470976,54.108019,0.128991,0.008032,8.393086,0.015651,,
90,53.24095,-27.748844,3.43E+09,1.57053,23.888824,0.062799,0.012804,8.212997,0.050413,,
141,150.02491,2.312876,2.86E+10,1.461742,19.647811,0.369074,0.017444,8.653639,0.011611,,
53,53.254783,-27.923578,3.33E+10,1.632131,66.462166,0.149875,0.01221,8.430556,0.020232,,
108,149.91232,2.281616,6.43E+10,1.551093,68.141501,0.359353,0.022061,8.646538,0.015252,,
33,53.154579,-27.828039,1.44E+10,1.568702,35.045286,0.100729,0.023806,8.331528,0.063502,,
160,149.89944,2.067454,6.72E+09,1.327834,9.636491,0.351176,0.016864,8.640831,0.012111,,
101,149.87059,2.243191,4.50E+10,1.476754,45.750814,0.329121,0.01575,8.625117,0.012758,,
14,53.020279,-27.875369,2.72E+10,1.401626,19.425764,0.262582,0.0159,8.568609,0.015263,,
251,149.91411,2.354779,9.09E+09,1.581274,24.743554,0.243289,0.014678,8.549575,0.014383,,
177,150.13628,2.355372,9.11E+09,1.335642,8.524445,0.148191,0.019513,8.42834,0.03288,,
26,52.982104,-27.774989,5.46E+09,1.331728,8.744671,0.130879,0.011978,8.397418,0.022812,,
95,53.286792,-27.693847,6.07E+10,1.335772,88.541503,0.612274,0.011803,8.778385,0.004893,,
204,150.21078,2.378333,6.62E+09,1.599728,33.732156,0.175993,0.010443,8.471416,0.015195,,
260,34.559091,-5.022345,2.94E+10,1.485457,21.677951,0.188618,0.015791,8.485853,0.021478,,
202,150.21658,2.36925,1.13E+10,1.59604,23.779777,0.237594,0.011028,8.544588,0.011573,,
191,150.08383,2.416389,2.16E+09,1.429881,6.375268,0.124108,0.031273,8.383454,0.069954,,
50,53.264113,-27.968428,1.10E+10,1.345557,30.792273,0.147832,0.01721,8.427683,0.029824,,
89,53.238388,-27.749839,4.32E+09,1.572291,11.244778,0.062203,0.010518,8.209969,0.045016,,
225,150.16913,2.235305,5.90E+09,1.656735,118.953618,0.102411,0.008801,8.336516,0.020972,,
61,53.222383,-27.873556,1.04E+10,1.551716,4.651917,0.120277,0.023125,8.374384,0.049684,,
241,149.8718,2.366945,5.66E+09,1.618901,16.328261,0.145913,0.014753,8.422711,0.025318,,
250,149.92513,2.3295,4.77E+09,1.439078,8.424696,0.248321,0.016716,8.554655,0.017248,,
115,149.90817,2.3006,1.12E+10,1.619751,46.038326,0.198456,0.014839,8.49866,0.019106,,
110,149.89164,2.348495,2.56E+10,1.525097,37.213294,0.239369,0.01236,8.545583,0.012734,,
150,149.83275,2.02432,7.10E+10,1.483179,26.291263,0.264271,0.013509,8.569577,0.01246,,
254,149.92386,2.372173,7.71E+09,1.532817,14.569664,0.058021,0.00864,8.195793,0.038854,,
11,53.156917,-27.680967,1.55E+10,1.550108,97.172317,0.143666,0.007152,8.419753,0.012108,,
286,34.666902,-5.004803,1.82E+10,1.421793,3.794931,0.120729,0.050846,8.377681,0.126876,,
136,150.02673,2.273618,3.87E+10,1.333741,2.834588,0.046858,0.036587,8.170329,0.208303,,
131,149.96552,2.117343,1.50E+10,1.235465,20.287544,0.534047,0.084131,8.743958,0.042397,,
30,53.131425,-27.8413,3.28E+11,1.612823,15.526332,0.487896,0.056592,8.722347,0.028872,,
