ID,RA,DEJ2000,Mass,z,SFR,NH,NH_err,OH,OH_err,,
166,149.88048,2.223129,4.06E+09,0.885444,5.8729,0.033746,0.031035,8.091269,0.22537,,
172,53.098858,-27.945836,5.72E+08,0.804351,1.222016,0.030033,0.137586,8.345748,0.283343,,
173,53.125496,-27.921638,8.26E+09,0.953736,3.743908,0.59778,0.146204,8.770902,0.066242,,
176,53.206595,-27.816604,8.49E+09,0.961348,7.441643,0.184907,0.022503,8.480259,0.032069,,
180,53.029221,-27.798147,1.13E+10,0.841438,1.699529,0.983349,0.214446,8.892089,0.059892,,
183,53.034108,-27.797786,2.74E+10,0.841298,12.05889,0.702658,0.022578,8.812501,0.008123,,
184,53.169833,-27.918191,6.27E+10,0.976393,35.133102,0.138537,0.025685,8.410337,0.046634,,
185,53.023567,-27.796975,5.16E+09,0.896989,7.757151,0.213672,0.025726,8.517188,0.029449,,
189,53.066133,-27.789635,1.23E+10,0.895531,4.372199,0.214587,0.020499,8.517136,0.024595,,
194,53.058332,-27.776186,1.23E+10,0.837407,2.149323,0.205572,0.054069,8.504919,0.076262,,
197,53.058928,-27.768265,6.32E+09,0.964913,2.230856,0.811371,0.109115,8.845939,0.032663,,
199,53.100662,-27.766758,3.78E+09,0.892595,4.805378,0.191611,0.081924,8.501402,0.129391,,
201,53.000561,-27.760439,3.29E+10,0.86201,11.08714,0.493474,0.021788,8.725068,0.010933,,
204,53.1119,-27.757886,3.00E+10,0.831684,6.310725,0.60332,0.04379,8.775186,0.018466,,
205,53.234828,-27.911937,3.17E+09,0.96359,3.561212,0.171479,0.078256,8.464067,0.153982,,
206,53.024782,-27.755667,5.82E+09,0.974209,6.573429,0.053821,0.10021,8.318933,0.2614,,
208,53.096024,-27.752631,1.44E+10,0.995268,2.040396,0.562034,0.158314,8.755069,0.082998,,
220,53.004736,-27.725085,4.06E+10,0.997614,7.670614,0.611935,0.058596,8.780564,0.023545,,
221,52.992479,-27.719661,9.23E+09,0.840016,7.011338,0.252872,0.018383,8.557021,0.017961,,
222,53.059446,-27.715074,5.56E+09,0.813878,3.808347,0.202385,0.040924,8.501904,0.055431,,
223,53.187958,-27.715441,1.09E+10,1.03882,8.872088,0.466387,0.052339,8.710487,0.028083,,
224,53.12085,-27.715432,4.54E+10,1.040351,5.643793,0.283548,0.033945,8.587631,0.029708,,
225,53.009249,-27.713472,8.11E+09,0.970727,9.148097,0.070076,0.029897,8.239244,0.133262,,
226,52.999271,-27.711333,9.48E+09,0.821742,3.413009,0.273523,0.042913,8.577584,0.040129,,
228,53.252771,-27.903958,1.93E+10,0.849374,15.493598,0.315399,0.01291,8.614059,0.010165,,
229,53.022046,-27.701336,4.30E+09,0.861065,3.959751,0.151831,0.029112,8.432719,0.051741,,
230,53.011267,-27.700448,2.86E+10,0.820058,4.916965,0.279934,0.024594,8.584341,0.021967,,
234,53.061,-27.688003,5.61E+09,0.819842,3.969876,0.028122,0.027329,8.058751,0.234614,,
236,53.085425,-27.683,1.49E+10,0.893907,9.163923,0.346406,0.01951,8.637012,0.014095,,
238,53.147317,-27.657068,8.26E+09,0.838415,1.709029,0.27358,0.063079,8.577795,0.06271,,
240,53.141867,-27.901838,1.31E+10,0.823132,6.95575,0.364207,0.026474,8.650739,0.017714,,
241,53.210574,-27.899188,5.26E+09,0.976142,4.435857,0.229924,0.038643,8.538197,0.045591,,
246,53.146158,-27.891964,2.49E+09,0.890221,4.04429,0.055064,0.048083,8.2076,0.214953,,
247,53.232721,-27.891096,3.14E+10,0.981888,7.04496,0.477951,0.022779,8.716677,0.011557,,
249,53.213253,-27.88562,1.93E+10,0.981514,12.567074,0.404421,0.014712,8.676117,0.009313,,
250,53.179196,-27.884523,1.81E+09,0.908406,3.790895,0.046002,0.114021,8.323552,0.275737,,
254,53.250457,-27.880857,1.14E+10,0.885167,5.804957,0.298905,0.021964,8.602074,0.017668,,
257,53.119813,-27.924779,1.76E+09,0.822924,2.954282,0.480499,0.073657,8.717495,0.038973,,
258,53.191153,-27.87299,9.93E+09,0.981826,12.575951,0.074439,0.016457,8.255262,0.063015,,
259,53.093917,-27.872653,1.05E+10,0.841964,9.350599,0.645395,0.047517,8.792307,0.018466,,
260,53.106333,-27.869237,9.14E+09,0.953528,7.045903,0.066478,0.02892,8.240547,0.127934,,
261,53.213649,-27.864463,4.06E+09,0.981007,7.636923,0.151424,0.03584,8.433902,0.060299,,
263,53.173932,-27.865018,2.94E+10,0.858494,6.92278,0.422823,0.024599,8.687037,0.01445,,
264,53.061725,-27.865891,2.47E+09,0.99047,2.968367,0.153622,0.079656,8.447476,0.166598,,
268,53.207174,-27.921448,1.60E+10,0.98081,4.671083,0.033835,0.058469,8.191032,0.2573,,
269,53.175286,-27.852558,3.81E+09,0.963062,7.666198,0.015704,0.023378,7.977145,0.240036,,
270,53.0707,-27.850593,1.13E+10,0.990444,21.496243,0.185748,0.026817,8.484156,0.036696,,
276,53.051442,-27.843192,5.56E+09,0.841481,1.840532,0.531177,0.081846,8.744395,0.039142,,
277,53.053154,-27.836863,9.84E+09,0.963828,15.260937,0.08631,0.017542,8.29434,0.05261,,
282,52.974924,-27.732698,1.88E+10,0.821781,6.79387,0.188995,0.044782,8.486164,0.067417,,
285,53.1238,-27.945738,2.28E+09,0.804401,2.890684,0.222393,0.099773,8.522845,0.151542,,
287,53.208233,-27.676117,2.34E+10,0.971498,6.806122,0.209718,0.023087,8.514151,0.028341,,
289,53.017767,-27.665741,2.49E+09,0.959315,3.959732,0.177191,0.045985,8.468637,0.075072,,
292,53.166946,-27.635718,4.75E+10,0.966156,17.336317,0.40296,0.038459,8.67582,0.023533,,
301,53.115583,-27.914372,1.31E+10,0.964414,8.286149,0.267424,0.025204,8.573184,0.02341,,
308,53.131287,-27.878137,1.25E+10,0.980315,10.960478,0.149836,0.039793,8.429866,0.076824,,
314,53.095137,-27.85678,1.41E+10,0.904534,9.966315,0.039164,0.091072,8.267111,0.265595,,
315,53.010946,-27.854535,5.61E+09,0.990582,8.189506,0.201516,0.039788,8.504985,0.05398,,
316,53.016221,-27.851916,2.17E+10,0.990851,11.659669,0.193329,0.021643,8.492729,0.027348,,
317,53.266133,-27.840513,5.31E+10,0.890048,22.445621,0.428451,0.014911,8.689831,0.008894,,
327,335.12291,0.945789,1.16E+10,0.808622,4.848746,0.276647,0.01931,8.582168,0.017581,,
329,333.48227,0.974352,3.71E+10,0.806832,4.510507,0.379345,0.032535,8.660542,0.021287,,
333,332.96254,1.370685,1.08E+10,0.819212,7.645816,0.21143,0.015641,8.515803,0.018633,,
337,332.985,1.401617,9.84E+09,0.816476,6.169885,0.377534,0.031485,8.659514,0.020294,,
338,334.64522,1.216003,5.26E+09,0.804707,2.319489,0.403455,0.118954,8.675961,0.083004,,
339,335.12018,1.098645,1.35E+10,0.808839,1.830485,0.414003,0.031582,8.681862,0.018955,,
341,335.18977,1.001649,4.80E+09,0.80922,2.376402,0.285803,0.081762,8.590441,0.082464,,
342,335.18564,1.226966,6.15E+08,0.810596,7.340143,0.00706,0.016142,7.838713,0.249992,,
343,333.49718,0.963597,4.50E+09,0.808251,6.299969,0.123631,0.026413,8.381377,0.05622,,
344,335.17161,1.186396,4.22E+09,0.806174,2.424575,0.27464,0.110714,8.58545,0.132165,,
345,335.11587,0.976976,2.09E+09,0.811674,4.526156,0.137532,0.054712,8.413603,0.131997,,
347,332.98972,1.356458,1.14E+09,0.863836,3.298247,0.073419,0.045883,8.268209,0.21727,,
350,334.68987,0.914718,1.50E+09,0.810395,6.865965,0.161243,0.024451,8.449039,0.038975,,
353,334.98443,1.222688,2.92E+09,1.030232,9.302332,0.502944,0.047512,8.728774,0.023046,,
354,334.69891,0.910421,8.26E+08,0.759135,2.752313,0.1133,0.033865,8.355742,0.089389,,
359,335.10286,1.107214,3.51E+10,0.818791,9.657615,0.28119,0.008859,8.586325,0.007899,,
362,334.92108,0.376181,2.84E+09,0.809729,2.400462,0.244551,0.032008,8.551912,0.032036,,
366,334.88299,0.603215,9.31E+09,0.813075,4.259087,0.407055,0.04744,8.677635,0.030009,,
370,334.93153,0.639484,3.26E+09,0.77233,7.796099,0.094666,0.016872,8.316605,0.044705,,
371,334.92612,0.642104,2.71E+10,0.803849,9.758917,0.35208,0.018873,8.641438,0.01371,,
372,334.82749,0.645524,9.66E+09,0.81216,6.72368,0.334442,0.026483,8.629128,0.019974,,
373,334.87294,0.647797,4.98E+09,0.817217,7.611793,0.103957,0.023775,8.343419,0.059045,,
376,334.87746,0.675422,5.88E+09,0.81218,9.653955,0.155243,0.031562,8.434926,0.053593,,
380,334.87748,0.693089,7.47E+09,0.81557,5.639905,0.327555,0.03255,8.623569,0.024785,,
381,334.88518,0.695089,5.56E+09,0.808946,4.832304,0.23747,0.036385,8.542439,0.03779,,
383,334.89321,0.38346,3.95E+10,0.808807,3.770931,0.420863,0.020399,8.685349,0.012477,,
384,334.94566,0.417368,2.25E+10,0.813196,6.779727,1.138699,0.040031,8.932193,0.008923,,
387,334.66894,0.986902,7.13E+09,0.968142,14.781085,0.639985,0.093818,8.788657,0.036737,,
388,334.67145,0.898733,1.88E+10,0.840076,6.490273,0.129576,0.018787,8.393979,0.037386,,
398,334.72034,0.945933,6.75E+09,0.79953,5.665287,0.31288,0.017856,8.611417,0.014296,,
399,335.12927,0.916221,2.00E+10,0.808793,2.51999,0.483976,0.058051,8.720978,0.029887,,
400,335.14017,0.928075,5.77E+10,0.994432,1.702878,0.047676,0.04068,8.183584,0.210948,,
403,335.17094,0.941725,4.34E+10,0.809431,3.705451,0.536108,0.028393,8.745132,0.013429,,
404,335.17615,0.929754,4.80E+10,1.002633,3.934526,0.45456,0.150391,8.702892,0.096341,,
409,335.21771,0.942796,1.06E+10,0.808351,4.644651,0.24239,0.021206,8.55005,0.022222,,
410,334.97339,1.141339,2.04E+10,0.815552,3.256602,0.054299,0.033761,8.183332,0.172627,,
411,334.96487,1.147569,1.93E+10,0.815467,4.034405,0.39844,0.042949,8.670324,0.027438,,
413,334.9442,1.123363,1.15E+10,0.815232,4.805055,0.304614,0.057022,8.605822,0.049322,,
418,335.09771,1.153389,1.15E+10,0.820925,10.959449,0.194132,0.013291,8.495489,0.016642,,
419,335.09328,1.103287,1.38E+10,0.924631,5.29496,0.33132,0.016886,8.625806,0.013286,,
420,335.07601,1.129207,1.48E+10,0.924575,6.30057,0.109366,0.016337,8.353102,0.037316,,
421,335.07024,1.108054,2.13E+10,0.84101,8.197574,0.367405,0.020728,8.651297,0.014732,,
422,335.06131,1.100784,4.34E+10,0.83248,5.733787,0.471105,0.017919,8.713961,0.009561,,
423,335.04391,1.153878,1.15E+10,0.96366,8.018119,0.034266,0.015482,8.06111,0.142856,,
424,335.13548,1.119646,1.81E+10,0.861705,4.76216,0.45036,0.017786,8.702969,0.009414,,
428,332.99358,1.450671,5.88E+09,0.862062,7.703831,0.163506,0.029998,8.451982,0.047081,,
436,333.02568,1.376925,3.14E+10,0.842992,13.198874,0.225292,0.008586,8.531442,0.009584,,
437,332.92759,1.224242,1.96E+10,0.921647,20.432943,0.42227,0.025692,8.686179,0.014798,,
442,332.94746,1.233469,2.40E+09,0.81998,2.551036,0.427304,0.096459,8.687798,0.058609,,
444,332.95218,1.239408,8.81E+09,0.923831,4.517955,0.093547,0.035621,8.320014,0.126164,,
446,332.95536,1.253273,3.92E+10,0.893074,3.984564,0.172842,0.022896,8.467554,0.033965,,
447,332.95829,1.223348,1.56E+10,0.843151,9.331909,0.15014,0.01351,8.430545,0.023121,,
449,332.96881,1.242086,3.26E+10,0.844487,3.76724,0.41327,0.032639,8.68231,0.020218,,
452,332.97796,1.257851,1.14E+10,0.946396,24.323801,0.105324,0.007722,8.342154,0.018165,,
453,333.00092,1.234724,1.06E+10,0.855849,15.306462,0.164821,0.013936,8.453259,0.021537,,
454,335.12437,0.966718,2.30E+10,0.823964,17.443268,0.283256,0.020279,8.587564,0.018223,,
455,333.28548,1.4544,4.03E+10,0.872455,8.844495,1.081513,0.038067,8.920057,0.008459,,
457,333.27493,1.406972,4.93E+10,0.822696,4.285218,0.192186,0.02274,8.491838,0.028973,,
460,333.26145,1.462814,1.55E+10,0.873382,5.281475,0.526517,0.052735,8.740276,0.024251,,
466,334.62361,1.197114,2.25E+10,0.841794,3.921388,0.709759,0.08293,8.814942,0.028544,,
468,334.60881,1.273146,5.66E+10,0.834774,9.32048,0.41121,0.030281,8.679392,0.017858,,
471,334.5893,1.231839,2.94E+10,0.885343,7.876561,0.328562,0.045193,8.624679,0.035487,,
474,334.57905,1.257861,1.33E+10,0.895427,6.520277,0.146415,0.034831,8.424319,0.065392,,
479,334.55342,1.218763,8.57E+09,0.930024,19.722862,0.074731,0.017778,8.260056,0.067913,,
480,334.55829,1.174974,5.98E+09,0.843616,2.636572,0.144472,0.051253,8.419642,0.107281,,
482,335.09448,1.205271,1.76E+10,0.800958,4.284056,0.354347,0.025264,8.644474,0.017688,,
483,335.09598,1.254481,4.80E+09,0.914207,18.886892,0.105396,0.013242,8.342513,0.03262,,
487,335.1133,1.261121,4.42E+10,0.92759,20.811785,0.275546,0.015859,8.58104,0.014004,,
493,335.16194,1.261809,3.35E+09,0.961027,4.475043,0.189484,0.072655,8.486755,0.126684,,
494,335.16344,1.278791,4.71E+10,0.923586,6.6841,0.113794,0.028358,8.364504,0.070764,,
496,335.17222,1.218498,8.34E+09,0.799714,4.619964,0.200633,0.021565,8.503192,0.027319,,
498,335.17812,1.189997,4.62E+10,0.995722,14.088221,0.290357,0.036875,8.593682,0.031899,,
500,333.28459,1.41405,1.60E+10,0.824579,10.731537,0.303428,0.012203,8.603456,0.009987,,
508,334.99401,1.226222,3.99E+10,0.824718,3.839997,0.367438,0.047694,8.651497,0.033493,,
509,334.9981,1.177401,1.18E+10,0.925489,11.004376,0.224979,0.015383,8.529486,0.017435,,
519,333.48105,0.92773,2.81E+09,0.910928,3.509413,0.289512,0.029806,8.593699,0.02553,,
520,333.49561,0.920368,1.45E+09,0.920533,4.223139,0.090689,0.025597,8.307687,0.084711,,
522,333.52568,0.909852,5.98E+09,0.823708,4.67519,0.128054,0.015553,8.39107,0.031271,,
530,333.53379,0.944572,2.92E+10,0.80742,4.790844,0.183372,0.016378,8.480236,0.022696,,
532,334.94459,0.359844,8.34E+09,0.809154,1.434159,0.125543,0.05755,8.387267,0.144736,,
534,334.71364,0.915632,2.30E+10,0.840097,4.494084,0.186917,0.020784,8.485012,0.02846,,
536,334.67423,0.966867,5.26E+10,0.901272,14.4774,0.167437,0.01748,8.456037,0.026459,,
537,334.66627,0.968917,2.86E+10,0.819011,14.980385,0.573863,0.016874,8.762368,0.007419,,
539,334.96317,0.428393,7.19E+09,0.991857,5.000637,0.106953,0.031063,8.347847,0.091859,,
540,334.88505,0.35029,1.62E+10,0.876556,2.70944,0.830985,0.085045,8.854223,0.026222,,
542,334.90832,0.335392,2.84E+09,0.832809,3.372627,0.26377,0.024173,8.568936,0.022044,,
545,34.498042,-4.720136,1.62E+10,0.832981,1.857539,0.439253,0.088274,8.694906,0.052573,,
549,34.516025,-4.742606,2.15E+10,0.840883,5.780399,0.569207,0.022059,8.760558,0.009713,,
552,34.527929,-4.711201,1.08E+10,0.840482,3.338513,0.121368,0.024244,8.379361,0.051744,,
553,34.530025,-4.928184,1.36E+10,0.832713,11.723257,0.376451,0.01302,8.65746,0.008155,,
556,34.557654,-5.025086,1.69E+10,0.838423,6.089325,0.517045,0.042387,8.735996,0.02031,,
557,34.564271,-4.996093,1.33E+10,0.589536,0.768211,0.192236,0.083347,8.492661,0.162379,,
567,34.617867,-5.079322,9.75E+09,0.839186,8.363116,0.227095,0.018917,8.53445,0.020776,,
573,34.875246,-4.722936,2.97E+10,0.843691,4.73912,0.257995,0.020539,8.566004,0.019573,,
579,34.254654,-4.98226,4.80E+09,0.834886,10.820795,0.059467,0.014739,8.199642,0.064403,,
582,34.278554,-4.958976,1.71E+10,1.022187,9.944018,0.559281,0.030201,8.756741,0.013279,,
589,34.415788,-4.997257,7.13E+09,0.844752,4.750047,0.310316,0.02872,8.609443,0.022984,,
596,34.465238,-4.867046,1.86E+09,0.841283,5.949904,0.104918,0.037346,8.341848,0.116232,,
600,34.578587,-5.024403,6.44E+09,0.824523,18.749876,0.092287,0.011541,8.311506,0.031425,,
602,34.534921,-5.004681,4.26E+10,0.959566,8.37815,0.462254,0.020633,8.709263,0.01106,,
604,34.448571,-4.995547,4.46E+09,0.919277,2.501341,0.030587,0.036146,8.085158,0.251111,,
606,34.212471,-4.981209,1.56E+10,1.03655,6.126275,0.299161,0.035213,8.600742,0.030202,,
610,34.47605,-4.91845,9.75E+09,0.842833,3.587889,0.515292,0.031037,8.736544,0.015008,,
617,34.599429,-4.771468,5.41E+10,0.873573,3.181971,0.3662,0.093575,8.649817,0.072164,,
619,34.324004,-5.202332,9.93E+09,0.912777,15.643952,0.310866,0.041358,8.611731,0.033624,,
622,34.642971,-5.040231,1.69E+09,0.914298,8.106797,0.168551,0.022163,8.457077,0.033114,,
624,34.501475,-5.033632,1.95E+10,0.825039,7.239193,0.285852,0.01791,8.588897,0.015855,,
630,34.674237,-5.010254,1.62E+10,0.874947,15.320509,0.481276,0.014377,8.718983,0.007232,,
632,34.671363,-4.994217,9.75E+09,0.920112,6.086005,0.343638,0.043049,8.632828,0.032866,,
634,34.855792,-4.763236,2.09E+10,0.70758,1.908639,0.139829,0.057194,8.412207,0.130198,,
642,34.679012,-5.077047,7.89E+10,0.961122,14.703533,2.03845,0.072746,9.076896,0.008889,,
644,34.445233,-5.035283,3.51E+09,0.834273,5.146855,0.117695,0.029294,8.368936,0.070826,,
647,34.67175,-5.05803,4.14E+10,0.961699,12.568639,0.883523,0.047714,8.869296,0.013787,,
652,34.540229,-4.78215,6.04E+09,0.82771,14.114636,0.202602,0.010784,8.505629,0.013138,,
653,34.875613,-4.762981,1.06E+10,0.867842,6.5904,0.283049,0.016487,8.587683,0.014461,,
658,34.304654,-5.037246,4.10E+09,0.918596,3.944262,0.03161,0.045387,8.13529,0.255348,,
661,34.367475,-4.994046,1.71E+09,0.957975,12.49959,0.112328,0.019599,8.360421,0.043073,,
662,34.3156,-4.973164,2.94E+10,0.835435,11.736306,0.32557,0.01849,8.622457,0.014432,,
667,34.275971,-4.751386,3.74E+09,0.815637,9.425403,0.151214,0.050462,8.430979,0.105396,,
673,34.647096,-4.759767,6.38E+09,0.88036,14.042923,0.052821,0.030857,8.184613,0.17776,,
675,34.818613,-4.742189,3.08E+10,0.879473,10.815352,0.652902,0.018625,8.794589,0.007141,,
676,34.826667,-4.741836,3.78E+10,0.938208,2.937914,0.070303,0.044654,8.245121,0.185467,,
679,34.841704,-4.670715,6.32E+09,0.887607,21.484438,0.120432,0.010416,8.375326,0.020882,,
680,34.843433,-4.738903,3.29E+10,0.962579,7.329165,0.355929,0.022339,8.645553,0.015278,,
686,34.902396,-4.729701,1.29E+10,0.827618,4.597587,0.329586,0.035515,8.622274,0.026599,,
687,34.902042,-4.682531,6.62E+09,0.933572,4.282073,0.465625,0.066376,8.710947,0.037248,,
688,34.907892,-4.699552,4.75E+09,0.802054,5.284357,0.298516,0.046976,8.599718,0.040447,,
690,34.483792,-4.769275,7.33E+09,0.837697,21.509146,0.062533,0.009154,8.215022,0.035521,,
691,34.50365,-4.730183,1.76E+10,0.883391,14.519677,0.317032,0.014292,8.615893,0.011321,,
701,34.831104,-4.866642,1.93E+10,0.89933,20.251162,0.330463,0.01016,8.625966,0.007644,,
712,34.614312,-5.042339,1.98E+10,0.96339,5.429416,0.385163,0.042372,8.663901,0.028292,,
714,34.652538,-5.031977,3.99E+09,0.961226,8.149848,0.025672,0.025047,8.039608,0.23467,,
715,34.505767,-4.891007,7.96E+09,0.840183,7.356943,0.221796,0.043865,8.529556,0.051264,,
718,34.568008,-4.776403,5.31E+10,0.867606,10.188204,0.126144,0.045723,8.390039,0.108276,,
719,34.359933,-5.002593,6.04E+09,0.807178,2.359678,0.290637,0.042282,8.59386,0.037138,,
730,34.283667,-4.823649,7.82E+09,0.895037,10.953209,0.222589,0.025337,8.527371,0.028965,,
731,34.198508,-4.79358,6.32E+09,0.800974,2.343409,0.251306,0.076871,8.560162,0.08233,,
734,34.20855,-5.022291,4.46E+09,0.835278,6.171216,0.090454,0.025971,8.30641,0.082652,,
736,34.27955,-5.009954,1.48E+10,0.894654,3.09028,0.14598,0.101542,8.436635,0.206752,,
738,34.317654,-5.035242,7.96E+09,0.822819,6.266131,0.431394,0.029624,8.692461,0.017761,,
740,34.327379,-5.044373,3.92E+10,0.822302,20.530279,0.50478,0.028637,8.730325,0.014207,,
741,34.338471,-4.987074,1.03E+10,0.958943,7.848311,0.872883,0.119641,8.864632,0.035255,,
742,34.341433,-5.063681,6.68E+09,0.80425,10.623498,0.159072,0.024464,8.444461,0.041054,,
743,34.872433,-4.869362,1.12E+10,0.960991,6.391927,0.203179,0.011413,8.505247,0.013978,,
127,150.34393,2.153104,1.40E+10,0.848445,0,0.55177,0.06946,8.752727,0.03386,,
513,335.02264,1.193518,6.44E+10,0.827622,0,1.063261,0.041498,8.915241,0.009524,,
96,53.255646,-27.682444,7.01E+09,1.610921,7.853166,0.118165,0.026769,8.371851,0.059442,,
290,34.68954,-4.971954,7.27E+09,1.557485,3.958166,0.078561,0.047218,8.272293,0.194884,,
268,34.577436,-5.079694,1.28E+09,1.487301,7.390222,0.050518,0.020959,8.157866,0.119999,,
148,149.97642,2.348811,9.83E+09,1.459794,12.250195,0.166457,0.018617,8.455603,0.028415,,
155,149.869,2.049019,1.41E+09,1.478057,8.015445,0.188651,0.020493,8.488446,0.027518,,
116,149.91187,2.302614,1.20E+10,1.455253,20.0693,0.448456,0.024165,8.701886,0.013502,,
165,149.85469,2.115116,1.39E+11,1.482433,107.822138,0.569873,0.030651,8.761239,0.012921,,
194,150.25428,2.358264,3.94E+09,1.475446,23.177026,0.113472,0.009376,8.360731,0.020959,,
272,34.368868,-5.229222,5.15E+09,1.462096,18.392819,0.094349,0.010384,8.315642,0.027627,,
133,149.96031,2.133347,4.83E+09,1.454345,172.237874,0.150501,0.007103,8.431122,0.012043,,
198,150.19258,2.318389,1.71E+10,1.599045,25.746281,0.267674,0.01069,8.573232,0.009929,,
113,149.87876,2.314733,3.89E+10,1.549532,34.982425,0.491654,0.013251,8.723998,0.006651,,
78,53.244921,-27.678772,7.18E+09,1.540753,19.725894,0.054379,0.011135,8.181133,0.051801,,
163,149.78611,2.084793,3.66E+09,1.480136,15.794971,0.239725,0.016565,8.546535,0.01687,,
292,34.726554,-4.962433,3.46E+09,1.480182,14.911815,0.040594,0.013688,8.108686,0.105978,,
269,34.542723,-5.073307,3.87E+09,1.478554,46.956144,0.037079,0.01439,8.087523,0.111468,,
16,52.95985,-27.857442,1.01E+10,1.38783,14.255063,0.233083,0.013025,8.53969,0.013829,,
252,149.90198,2.358,5.64E+09,1.466258,14.412822,0.128884,0.017322,8.393537,0.03393,,
187,150.10574,2.458802,3.37E+09,1.584786,49.616087,0.23918,0.015609,8.5457,0.016183,,
107,149.88614,2.260838,5.33E+09,1.508038,17.653401,0.270972,0.018106,8.57669,0.017139,,
214,150.10157,2.219128,2.06E+09,1.502539,36.855784,0.062811,0.006376,8.213989,0.025485,,
82,53.187779,-27.695133,4.06E+09,1.617674,4.956222,0.053399,0.016165,8.181242,0.086949,,
196,150.194,2.354472,1.73E+10,1.708471,36.897167,0.36428,0.010144,8.649935,0.006863,,
253,149.929,2.362528,1.88E+11,1.532943,175.77209,0.465408,0.011285,8.711146,0.006148,,
188,150.12404,2.447583,6.95E+10,1.599545,50.542758,0.43884,0.012481,8.696341,0.00677,,
8,53.141154,-27.701081,1.24E+11,1.608142,13.485657,0.763122,0.024807,8.832767,0.008206,,
103,149.89145,2.32732,1.03E+11,1.452904,60.093186,0.399728,0.029129,8.673697,0.018151,,
237,150.08609,2.304389,3.61E+10,1.339408,12.843483,0.352756,0.017722,8.642441,0.012407,,
205,150.23312,2.318528,5.74E+09,1.741083,19.96561,0.1487,0.012981,8.427203,0.022457,,
193,150.18764,2.322496,1.70E+11,1.527115,34.397463,0.520804,0.014138,8.738687,0.006811,,
289,34.658974,-4.974841,3.86E+09,1.482664,17.273001,0.044726,0.010784,8.13442,0.066323,,
49,53.221433,-27.970339,1.82E+10,1.729246,14.509995,0.236214,0.032905,8.542342,0.036005,,
75,53.058542,-27.856778,4.12E+10,1.221455,23.761615,0.696955,0.061001,8.809731,0.022176,,
21,52.928738,-27.827108,1.36E+10,1.53704,21.543287,0.157877,0.017518,8.443977,0.028142,,
243,149.87391,2.36239,6.50E+09,1.501471,26.698511,0.021414,0.012404,7.961599,0.1879,,
189,150.09392,2.40925,4.21E+09,1.678903,6.24279,0.167819,0.036029,8.455582,0.057295,,
267,34.604139,-5.081811,8.94E+09,1.521081,39.147878,0.269868,0.03685,8.574969,0.034177,,
261,34.577978,-5.019595,7.99E+09,1.485981,5.758266,0.271708,0.042436,8.574615,0.039472,,
31,53.155721,-27.837117,4.84E+09,1.389219,24.144046,0.134917,0.015988,8.405116,0.029253,,
242,149.83649,2.37024,9.39E+09,1.553817,10.203377,0.264705,0.02125,8.570824,0.019651,,
244,149.85874,2.355771,9.98E+09,1.502183,23.109869,0.225138,0.008567,8.531109,0.009335,,
109,149.91918,2.351154,1.49E+10,1.635963,23.133601,0.187633,0.018659,8.485902,0.024735,,
105,149.83382,2.282649,3.31E+10,1.48674,30.482985,0.274128,0.017791,8.578969,0.016532,,
142,150.00107,2.321449,6.03E+10,1.459688,16.460857,0.337805,0.015122,8.631627,0.011254,,
223,150.15177,2.210186,2.94E+09,1.339184,6.228868,0.110942,0.020898,8.357311,0.04804,,
170,150.11515,2.306881,7.48E+09,1.515197,44.580913,0.164956,0.006991,8.453063,0.010989,,
264,34.542681,-5.006718,9.96E+09,1.45641,4.369097,0.484688,0.04327,8.721175,0.022097,,
104,149.86498,2.316179,1.49E+10,1.620644,54.48611,0.08898,0.020968,8.303778,0.065422,,
277,34.379359,-5.156917,9.84E+10,1.81867,20.612984,0.357569,0.056771,8.644872,0.040325,,
270,34.409423,-5.257605,3.06E+10,1.335891,10.490914,0.320824,0.0161,8.618892,0.012925,,
38,53.178075,-27.792742,6.91E+10,1.426976,136.154732,0.568447,0.044434,8.759727,0.019429,,
282,34.645384,-5.026656,6.33E+09,1.318973,11.765688,0.141392,0.014783,8.41555,0.026247,,
281,34.714488,-5.028967,3.50E+10,1.483807,17.127976,0.597704,0.031876,8.771608,0.013198,,
43,53.029129,-27.766606,6.41E+10,1.328045,44.55364,0.67145,0.026288,8.801421,0.009362,,
258,34.526246,-5.026272,3.65E+10,1.485559,27.485611,0.30493,0.019756,8.605831,0.015617,,
186,150.13835,2.434125,7.06E+09,1.589354,14.34232,0.277125,0.015559,8.581088,0.01432,,
147,149.96541,2.340699,5.44E+10,1.458669,17.622423,0.391775,0.011102,8.668404,0.007038,,
88,53.217996,-27.761619,4.90E+10,1.367963,119.768644,0.359431,0.007866,8.646846,0.005522,,
161,149.88442,2.069309,1.16E+10,1.488236,10.439851,0.300836,0.012677,8.602879,0.010775,,
218,150.11679,2.172889,3.12E+09,1.573207,11.853934,0.104716,0.014327,8.341577,0.033975,,
118,149.9181,2.316389,2.36E+10,1.460633,31.62893,0.011903,0.021275,7.932356,0.241308,,
257,34.525091,-5.057237,1.60E+11,1.458003,34.397304,0.127244,0.030239,8.392712,0.058258,,
134,149.95785,2.134337,2.42E+10,1.473207,35.04605,0.171425,0.011176,8.463247,0.015886,,
13,53.008779,-27.878433,7.97E+09,1.358022,21.841544,0.15996,0.011626,8.446535,0.018359,,
207,150.19838,2.390972,6.16E+09,1.437511,30.284457,0.22427,0.01226,8.529891,0.013782,,
